Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Valor,Kc,ETc
25,2022-08-04,9,0.5656017877648526,0.3146264468607506,0.6952380952380952,0.0882052162075221,-0.0769230769230769,0.2116336633663366,0.8437471981255275,0.6506639427987743,1.1666666666666667,0.494365862798265,0.3031988873435327,0.6116910229645094,2.300008546259177,-200.96153846153845,9.298808432630617,6.0495334,0.8204420559295804,4.963291620110664
24,2022-08-09,9,0.6901925868588901,0.4707740916271722,0.806387719732607,0.1404591206575485,-0.1164887307236061,0.2802841918294849,0.7615560881113467,0.5621531631520533,1.2636949516648766,0.5845114892888119,0.4483845547675334,0.6888888888888889,2.180933270144517,1.4058048433048431,2.754746222394421,5.821786,0.9637214748877235,5.610580190400701
23,2022-08-14,9,0.6655250868581992,0.5138496325607688,0.776173285198556,0.1812284049292541,0.0203074587208198,0.3026296241271727,0.697098254657636,0.5353558394160584,0.9601934523809524,0.5588724053040109,0.4583127775037,0.6521906967766841,3.080690052873952,2.064030131826742,4.517396184062851,4.309128,0.935353849886929,4.030559464455563
31,2022-08-24,9,0.6787429392758327,0.510148849797023,0.7677001388246182,0.1906078968266832,0.0329096291137036,0.3014037985136251,0.6831894227993791,0.5368020304568528,0.9362778152393796,0.5798007810429081,0.4645669291338583,0.6549295774647887,2.684855840822224,1.7533269309919055,3.403152218996267,5.9032273,0.9505543801672076,5.611338567137639
30,2022-09-13,9,0.7269602962640838,0.5958605664488017,0.8141613737944013,0.226247143875593,0.0762758368392171,0.3279466010890567,0.6335130495719945,0.5060846560846561,0.8582596872875595,0.6166719652968974,0.5212876427829699,0.6942003514938488,2.538726595559918,1.8517930815614088,3.1287707390648567,4.602117,1.0060043407036963,4.629749678426272
29,2022-09-23,9,0.7319175081543866,0.6411730879815987,0.8053915275994865,0.2231053875340377,0.0807692307692307,0.3348197696023783,0.6374807189641089,0.4983296213808463,0.8505338078291815,0.6241781426217119,0.5531972789115647,0.6928135274776891,2.67545700103794,2.0511025551277564,3.216266173752311,4.214055,1.0117051343775445,4.2633810800493634
35,2022-10-13,9,0.7274395987394192,0.60250569476082,0.8223938223938224,0.2233792128990634,0.0735427637552206,0.3462194428652643,0.637462039642839,0.4856418918918919,0.8629905277401895,0.6496635776998305,0.5797958087049974,0.7192982456140351,2.2793479279719246,1.628105590062112,2.935549777117385,4.4506645,1.006555538550332,4.479841002704344
33,2022-11-02,9,0.6882353357223828,0.5157894736842106,0.8003085739475424,0.3126324369579999,0.1497854877821302,0.530031612223393,0.5320804306382706,0.3071625344352617,0.7394548994159637,0.5722683073880116,0.3602811950790861,0.6903063365505665,2.0891910982804247,-722.2222222222223,936.25,2.9819264,0.9614706360807402,2.8670346725539515
42,2022-11-27,9,0.7856039860499959,0.6275780789628757,0.8654205607476636,0.3105730040772779,0.1500375093773443,0.4242480851858771,0.5291955019934651,0.4042497376705141,0.7390737116764514,0.6935241241670884,0.5941853422168383,0.7616345062429057,2.034537374355657,1.3952854612345007,2.59840098400984,2.9512036,1.0734445839574953,3.167953520575862
36,2022-12-22,9,0.7670752148621016,0.6157635467980296,0.8407699037620298,0.3083442800717869,0.1024811218985976,0.4187393526405451,0.5321877949441679,0.4097022094140249,0.8140900195694716,0.6640065382291834,0.5804071997639422,0.7250101999184007,2.459727000000904,1.67000668002672,2.9236276849642007,2.6765351,1.0521364970914169,2.8160802644562253
41,2022-12-27,9,0.7582335747638241,0.5970651177010089,0.8349429323968394,0.2918546718134849,0.0962962962962963,0.4102564102564102,0.551688410589557,0.4181818181818181,0.8243243243243243,0.6666577937332946,0.57865342848278,0.726605504587156,1.8901345799948712,1.2710084033613445,2.330010224948875,2.6593611,1.0419686109783977,2.7709707914569837
38,2023-01-16,9,0.6697666725465526,0.5194727381665668,0.776039119804401,0.203551561927232,0.0543897216274089,0.3466814979606971,0.6653629121908485,0.4851321585903084,0.8968318440292445,0.6115112554255298,0.5320665083135392,0.6914408371344245,1.5745147420250367,1.0806431509410446,2.1535757739624173,3.1169145,0.9402316734285355,2.9306217362686673
43,2023-02-05,9,0.6552461064009311,0.526075022872827,0.7466307277628033,0.2129857841580475,0.0508920187793427,0.3338235294117647,0.6520531174561287,0.4994487320837927,0.9031451036454612,0.5841030329948173,0.5227135069654755,0.6382880809940175,1.7179950508738522,1.184193672345331,2.2623997623997623,3.3240013,0.9235330223610707,3.069824966921128
45,2023-02-15,9,0.5874040339741059,0.4019138755980861,0.6713039377505305,0.2013473335549671,0.0418124884877509,0.297418630751964,0.6671796691471876,0.5415224913494809,0.9197312588401696,0.5172574214918971,0.3870246085011186,0.580952380952381,1.9049615658154688,1.1145510835913313,2.51563721657545,4.4592023,0.8455146390702217,3.7703208232256027
44,2023-03-02,9,0.6020761530022246,0.4676494676494676,0.6706349206349206,0.1765322957938555,0.0229035166816952,0.2692589875275128,0.7024948864095345,0.5757225433526012,0.9552186177715092,0.5411734403428102,0.4740882917466411,0.5844032334759867,1.9767064688034404,1.3450062814070352,2.472861085556578,6.0360613,0.8623875759525583,5.205424272808048
49,2023-03-07,9,0.6225207703635128,0.4884221863220248,0.6852300242130751,0.1858721085721023,0.0356764394206993,0.2715894868585732,0.6889108714198614,0.5728346456692913,0.9311050477489768,0.5507563825598879,0.4761649705409748,0.595903165735568,1.6340698425751918,1.041487532244196,2.0030349013657056,4.690739,0.8858988859180398,4.1555204542323
47,2023-03-12,9,0.5829763893732586,0.4575398867730313,0.6517509727626459,0.1525388539678998,-0.0101363159734358,0.243074665199046,0.7379731212295235,0.608913813459268,1.0204802259887005,0.5246818472518932,0.4596273291925465,0.5709507883420927,1.9800086579639984,1.255827094222348,2.673732517482517,4.9784517,0.8404228477792474,4.184004555245435
48,2023-03-17,9,0.6339943176104624,0.5026288117770767,0.7030273906775588,0.1697429894756459,0.019621833749554,0.2584883125746459,0.7119817628302573,0.5892082429501084,0.9615115465360392,0.5591986950387111,0.4903660886319846,0.6032461677186655,1.6816315850027688,1.0517051705170517,2.055276381909548,5.026175,0.8990934652520318,4.519001097713131
46,2023-03-27,9,0.5301198672232744,0.4391927774827403,0.5894428152492669,0.1018391894689013,-0.0093978419770274,0.1693834160170092,0.8167461823813082,0.7103030303030303,1.0189739985945183,0.4951646782339408,0.4445628997867804,0.5365853658536586,1.533391305309614,1.1122697254084115,1.962251871135698,5.1545553,0.7796378473067656,4.018686397915679
