,Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,Valor,Kc,ETc
20,21,2022-06-10,9,0.2286483784978485,0.1409062693978895,0.440460947503201,-0.2105472534693645,-0.2870164067247316,-0.1235132662397072,6.6018114,0.4329456352725257,2.858225430522402
21,22,2022-06-25,9,0.3874784136827146,0.1388465059505645,0.6409247417609444,-0.1094987157888559,-0.3037037037037037,0.0644543714103382,5.834705,0.6156001757351217,3.591845423362593
22,23,2022-06-30,9,0.3459572377278337,0.1783545002760905,0.5913419913419914,-0.0997681534697711,-0.2273444347063979,0.0826093358857311,5.2296433,0.5678508233870088,2.969657253925354
23,24,2022-07-05,9,0.3679944373506112,0.2067039106145251,0.5877152163797115,-0.1193995457387898,-0.2545454545454545,0.0563467492260061,5.821026,0.5931936029532029,3.452995385824271
24,25,2022-07-10,9,0.3884903249766243,0.2045977011494253,0.5506198347107438,-0.1027619007857046,-0.2467924528301887,0.0127516778523489,6.6173306,0.6167638737231179,4.081330454562524
25,26,2022-07-15,9,0.3472002879429754,0.2179419525065963,0.4553946753853339,-0.0198334230705214,-0.1306912442396313,0.0616695059625212,4.2021303,0.5692803311344217,2.392190128653987
26,27,2022-07-20,9,0.4419936260624634,0.2404900064474532,0.5872278664731495,-0.0466891532230271,-0.2368939692550256,0.0699300699300699,6.577692,0.6782926699718329,4.461600268932365
27,28,2022-07-25,9,0.4196530834187356,0.2648539778449144,0.5282511210762332,0.0383718806960643,-0.1025366202215076,0.1354495595811866,5.2912865,0.6526010459315459,3.453099104223469
28,29,2022-07-30,9,0.571565668434146,0.3333333333333333,0.6995614035087719,0.0486390000245961,-0.2083617359690979,0.1847888400535066,5.3640223,0.8273005186992679,4.43765843110444
29,30,2022-08-04,9,0.5607106555494588,0.2764747690120824,0.6952380952380952,0.0855545921287716,-0.0769230769230769,0.2116336633663366,6.0495334,0.8148172538818775,4.929264192254697
30,31,2022-08-09,9,0.6875113620495044,0.4707740916271722,0.806387719732607,0.1376290736917154,-0.1164887307236061,0.2802841918294849,5.821786,0.9606380663569299,5.592629245783846
31,32,2022-08-14,9,0.6642340269960231,0.5138496325607688,0.776173285198556,0.179484762338945,0.0203074587208198,0.3026296241271727,4.309128,0.9338691310454266,4.024161620923517
32,33,2022-08-24,9,0.677032441485735,0.510148849797023,0.7677001388246182,0.1878903438131458,0.0329096291137036,0.3014037985136251,5.9032273,0.9485873077085953,5.59972649129888
33,34,2022-09-13,9,0.7254693630100709,0.5958605664488017,0.8141613737944013,0.2236557813033246,0.053175775480059,0.3279466010890567,4.602117,1.0042897674615814,4.62185901176099
34,35,2022-09-23,9,0.7317773672593885,0.6411730879815987,0.8053915275994865,0.2211826247323904,0.0544544929767173,0.3348197696023783,4.214055,1.0115439723482966,4.262701934394201
35,36,2022-10-13,9,0.7256742466606932,0.60250569476082,0.8223938223938224,0.2198896422318312,0.0302262443438914,0.3462194428652643,4.4506645,1.0045253836597972,4.470805464403539
36,37,2022-10-28,9,0.6831601032691663,0.5600981193785772,0.782509505703422,0.4104187045556344,0.1439632228405516,0.5032175032175032,4.3675904,0.9556341187595413,4.173818403006632
37,38,2022-11-27,9,0.7834337591195933,0.6275780789628757,0.8654205607476636,0.3060501148645885,0.1315315315315315,0.4242480851858771,2.9512036,1.0709488229875324,3.1605880218165683
38,39,2022-12-22,9,0.7624215354190709,0.5659978880675819,0.8407699037620298,0.3013434271743386,0.05890753302392,0.4187393526405451,2.6765351,1.0467847657319314,2.8017561676267917
39,40,2022-12-27,9,0.753703346759933,0.5166666666666667,0.8349429323968394,0.2848590843994251,0.0509977827050997,0.4102564102564102,2.6593611,1.0367588487739228,2.757116152510153
40,41,2023-01-16,9,0.6662869324707904,0.477906976744186,0.776039119804401,0.198949531899102,0.036982520699172,0.3466814979606971,3.1169145,0.9362299723414089,2.9181487761255362
41,42,2023-02-05,9,0.6519413852034341,0.4678362573099415,0.7466307277628033,0.2081438636822557,0.0351576658209496,0.3338235294117647,3.3240013,0.9197325929839493,3.057192334731018
42,43,2023-02-15,9,0.5837867998327588,0.4019138755980861,0.6713039377505305,0.196550458240075,0.0163120567375886,0.297418630751964,4.4592023,0.8413548198076727,3.75177134760246
43,44,2023-03-02,9,0.5981550464391143,0.464266230223677,0.6706349206349206,0.1721345600756827,0.0189459180158456,0.2692589875275128,6.0360613,0.8578783034049815,5.178206027292467
44,45,2023-03-07,9,0.6188901318570083,0.4884221863220248,0.6852300242130751,0.1811707330582144,0.0332153093913336,0.2715894868585732,4.690739,0.8817236516355594,4.135935519949332
45,46,2023-03-12,9,0.5796695506856665,0.4343825665859564,0.6517509727626459,0.1486134168018602,-0.0101363159734358,0.243074665199046,4.9784517,0.8366199832885165,4.165072178056686
46,47,2023-03-17,9,0.630709628168875,0.4968421052631579,0.7030273906775588,0.1652828879485031,0.0169375534644995,0.2584883125746459,5.026175,0.8953160723942062,4.5000152601659495
